protein_annotation	regex_label	manual_label	label_id
Choline binding protein A	proper	proper	2
26S protease regulatory subunit 8 homolog B	proper	proper	2
D-alanyl-D-alanine dipeptidase	proper	proper	2
Uncharacterized protein family UPF0150 domain protein	proper	low	1
Copper-binding protein (NosD)	proper	proper	2
ATP-dependent Clp protease ClpP	proper	proper	2
Replication factor C subunit like	proper	proper	2
uncharacterized protein LOC110276786	uninformative	uninformative	0
C4-dicarboxylate ABC transporter substrate-binding protein	proper	proper	2
Exonuclease/DNA polymerase family A, putative	proper	proper	2
YwqA protein	proper	proper	2
Type I restriction enzyme R subunit	proper	proper	2
Chromosomal replication initiator protein DnaA	proper	proper	2
GPKOW protein	proper	proper	2
DNA repair protein RecA homolog 2, mitochondrial	proper	proper	2
DEKNAAC105001	proper	uninformative	0
Prophage phiRv2 integrase	proper	proper	2
Phage tail sheath protein, putative	proper	proper	2
Sugar metabolism cluster protein	proper	proper	2
Putative linocin/CFP29 family protein	proper	proper	2
Radical SAM superfamily protein	proper	proper	2
Probable serine/threonine protein phosphatase	proper	proper	2
Uncharacterized LOC100144954	proper	uninformative	0
2,3-cyclic nucleotide 3-phosphodiesterase	proper	proper	2
Spore germination protein YaaH	proper	proper	2
Guanosine-3'5'-bis 3'-pyrophosphohydrolase protein	proper	proper	2
uncharacterized protein LOC107862803	uninformative	uninformative	0
Putative transcriptional regulator Nlp	proper	proper	2
Phage head morphogenesis protein	proper	proper	2
RmlD_sub_bind domain-containing protein	proper	proper	2
Aminoalkylphosphonic acid N-acetyltransferase	proper	proper	2
Phage antirepressor KilAC domain protein	proper	proper	2
Zinc ribbon domain-containing protein	proper	proper	2
Translation initiation factor 2 beta subunit (eIF-2beta)/eIF-5	proper	proper	2
26S proteasome ATPase 3 subunit	proper	proper	2
Stomatin/prohibitin-family membrane protease subunit PA4582	proper	proper	2
Mitochondrial translational release factor 1 like	proper	proper	2
Rha family phage regulatory protein	proper	proper	2
ATPase transposase-like protein	proper	proper	2
Probable short-chain dehydrogenase	proper	proper	2
DNA repair protein RAD51	proper	proper	2
RNase T domain containing protein	proper	proper	2
CSD domain-containing protein	proper	proper	2
Phage DNA helicase, partial	proper	proper	2
SprT-like family protein	proper	proper	2
HflC protein, putative	proper	proper	2
Glycosyltransferase KanE	proper	proper	2
GDSL esterase/lipase EXL3-like	proper	proper	2
ORF168	uninformative	uninformative	0
Plasmid partitioning protein ParB	proper	proper	2
GST N-terminal domain-containing protein	proper	proper	2
Ribonuclease R	proper	proper	2
RNA polymerase II second largest subunit	proper	proper	2
SWI2/SNF2 ISWI-like SANT	proper	proper	2
GMP synthetase	proper	proper	2
AAA_3 domain-containing protein	proper	proper	2
Alpha-N-acetylglucosaminidase	proper	proper	2
Phage gene transfer protein	proper	proper	2
Small heat shock protein	proper	proper	2
Bacterial type II and III secretion system protein	proper	proper	2
uncharacterized protein LOC110412471 isoform X2	proper	uninformative	0
Membrane associated GGDEF protein	proper	proper	2
ATP-dependent helicase/nuclease subunit A	proper	proper	2
Ribosome production factor 2 homolog	proper	proper	2
uncharacterized protein LOC113075988 isoform X2	proper	uninformative	0
Putative exonuclease VIII, ds DNA exonuclease encoded by prophage	proper	proper	2
Uncharacterized signaling protein CC_0091	proper	proper	2
Centromere protein 3	proper	proper	2
DRC7 protein	proper	proper	2
Cortactin-binding protein 2 CortBP2	proper	proper	2
kelch-like protein 5 isoform X1	proper	proper	2
Putative NUDIX hydrolase	proper	proper	2
Regulatory protein GemA	proper	proper	2
Sodium:proton exchanger	proper	proper	2
Chaperonin CPN60, mitochondrial	proper	proper	2
Uncharacterized ATP-dependent helicase ywqA	proper	proper	2
Translational repressor RegA	proper	proper	2
TRPL translocation defect protein 14 isoform X2	proper	proper	2
DNA replication protein DnaC	proper	proper	2
Lysophospholipase L1 and related esterase	proper	proper	2
ATP-dependent Clp protease adaptor protein	proper	proper	2
P22 coat protein Gp5	proper	proper	2
dUTP pyrophosphatase	proper	proper	2
Invasion protein IalB, involved in pathogenesis	proper	proper	2
Elongator associated protein	proper	proper	2
Snf2 super family	proper	proper	2
5'-deoxynucleotidase AKG98_225	proper	proper	2
Kelch-type beta propeller	proper	proper	2
Wall-associated kinase 2	proper	proper	2
KTSC domain-containing protein	proper	proper	2
Predicted ATPase with chaperone activity	proper	proper	2
Cysteine desulfhydrase	proper	proper	2
UPF0200 protein TCARB_1956	proper	low	1
Diadenosine 5',5'''-P1,P4-tetraphosphate asymmetrical hydrolase	proper	proper	2
Phage major tail protein, phi13 family subfamily	proper	proper	2
Phage-related protein, HI1409 family	proper	uninformative	0
Nicotinamide phosphoribosyl transferase	proper	proper	2
FtsH protease activity modulator HflK	proper	proper	2
tRNA nucleotidyltransferase (CCA-adding enzyme)	proper	proper	2
NUMOD3 motif-containing protein	proper	proper	2
Toxin Doc	proper	proper	2
Putative cell wall hydrolase	proper	proper	2
Putative small protein A	proper	proper	2
phosphoribosyl pyrophosphate synthase-associated protein 2 isoform X2	proper	proper	2
LexA family repressor/S24 family protease	proper	proper	2
MedDCM-OCT-S30-C79-cds24	proper	uninformative	0
Phage head-tail adapter protein	proper	proper	2
Phage-associated homing endonuclease	proper	proper	2
DNA-dependent RNA polymerase/ phage-type	proper	proper	2
Putative ribose-phosphate pyrophosphokinase 2	proper	proper	2
HD family phosphohydrolase	proper	proper	2
Virulence factor	proper	proper	2
Chromodomain helicase DNA binding protein 1 like	proper	proper	2
Asparagine-rich protein, putative	proper	low	1
Bacteriophage lambda head decoration protein D	proper	proper	2
Virus protein phiCh1-VP28	proper	uninformative	0
Gene Transfer Agent	proper	uninformative	0
GDSL-like protein Lipase/Acylhydrolase	proper	proper	2
kelch-like protein 23 isoform X2	proper	proper	2
N-acetyl-gamma-glutamyl-phosphate reductase	proper	proper	2
2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein	proper	proper	2
GIY-YIG catalytic domain protein	proper	proper	2
G patch domain and KOW motifs [Danio rerio]	proper	proper	2
Dnap	proper	proper	2
Sodium/proton antiporter, CPA1 family	proper	proper	2
Flp pilus assembly protein secretin CpaC	proper	proper	2
Phage portal protein, hk97 family	proper	proper	2
Surface glycoprotein	proper	proper	2
Putative Exonuclease, phage-type	proper	proper	2
B protein	proper	uninformative	0
Integrase for prophage CP-933U	proper	proper	2
Methionine adenosyltransferase 2 subunit beta	proper	proper	2
Acetyltransferase domain protein	proper	proper	2
Putative IclR family transcriptional regulator	proper	proper	2
Mu-like prophage F protein	proper	proper	2
VCBS	proper	uninformative	0
Adenosylcobalamin-dependent ribonucleoside-diphosphate reductase	proper	proper	2
Lytic transglycosylase	proper	proper	2
Putative rna drb0094 family	proper	proper	2
Vertebrate gliacolin-like protein	proper	proper	2
Helicase ARIP4-like isoform X1	proper	proper	2
Putative LAGLIDADG homing endonuclease	proper	proper	2
Probable mannose-1-phosphate guanyltransferase	proper	proper	2
Ribose-phosphate pyrophosphokinase 2	proper	proper	2
PD-(D/E)XK nuclease family protein	proper	proper	2
Dehydrogenases with different specificities (Related to short-chain alcohol dehydrogenases)	proper	proper	2
DNA topoisomerase 2, mitochondrial	proper	proper	2
Chaperonin 60B2	proper	proper	2
NhaP-type antiporter	proper	proper	2
Putative stage 0 sporulation protein J	proper	proper	2
Putative zinc knuckle	proper	proper	2
Flagellar rod assembly protein/muramidase FlgJ	proper	proper	2
DNA sulfur modification protein, putative	proper	proper	2
Methyl-accepting chemotaxis sensory transducer with cache sensor	proper	proper	2
Peptidoglycan hydrolase flgJ	proper	proper	2
peptide chain release factor PrfB2, chloroplastic isoform X1	proper	proper	2
77ORF016	proper	uninformative	0
Sugar nucleotide-binding protein	proper	proper	2
Putative low-complexity protein	proper	low	1
Site-specific integrase	proper	proper	2
Unplaced genomic scaffold PAXINscaffold_31, whole genome shotgun sequence	uninformative	uninformative	0
P22 coat protein - gene protein 5	proper	proper	2
Uncharacterized N-acetyltransferase C18E5.08	proper	proper	2
Short-chain fatty acid transporter	proper	proper	2
ATP-grasp domain, R2K clade family 2	proper	proper	2
DNA packaging protein GP2	proper	proper	2
aGPT-Pplase2 domain-containing protein	proper	proper	2
Putative peptidoglycan-binding domain 1 protein	proper	proper	2
DNA recombination-mediator protein A, drpA	proper	proper	2
Beta-conglycinin, beta chain	proper	proper	2
Restriction endonuclease	proper	proper	2
N-acetylneuraminate epimerase 1 protein	proper	proper	2
6-pyruvoyl tetrahydropterin synthase family protein	proper	proper	2
DNA-binding transcriptional regulator, MarR family	proper	proper	2
Terminase large subunit, N-terminal region	proper	proper	2
Internalin-like protein	proper	proper	2
Peroxyureidoacrylate/ureidoacrylate amidohydrolase RutB	proper	proper	2
DUF1804 domain-containing protein	low informative	low	1
Nucleotidyl transferase domain protein	proper	proper	2
uncharacterized protein YJR142W isoform X2	proper	uninformative	0
GramPos_pilinD1 domain-containing protein	proper	proper	2
Polynucleotide adenylyltransferase PcnB	proper	proper	2
HTH-type transcriptional regulator KipR	proper	proper	2
Uncharacterized protein HI_1409	uninformative	uninformative	0
uncharacterized protein LOC113207749	uninformative	uninformative	0
Mycolic acid cyclopropane synthetase family protein	proper	proper	2
von Willebrand factor A domain-containing protein 8	proper	proper	2
Putative phage terminase large subunit-like protein	proper	proper	2
Gluconate kinase	proper	proper	2
Helix-turn-helix domain protein	proper	proper	2
Bifunctional oligoribonuclease/PAP phosphatase NrnA	proper	proper	2
Type I restriction enzyme EcoAI R protein	proper	proper	2
GatB/Yqey domain superfamily	proper	proper	2
HTH_ParB domain-containing protein	proper	proper	2
Putative PhoH-like protein PhoH2	proper	proper	2
Phage-related head-tail joining protein	proper	proper	2
probable helicase CHR10 isoform X3	proper	proper	2
Putative prophage MuSo1, transcriptional regulator, Cro/CI family	proper	proper	2
Gp58-like protein	uninformative	uninformative	0
collagen alpha-1(XXI) chain-like	proper	proper	2
BTB/POZ domain,DNA binding HTH domain, Psq-type,Homeobox domain-like,Winged helix-turn-helix DNA	proper	proper	2
O-acetyl-ADP-ribose deacetylase MACROD2 isoform X2	proper	proper	2
Dual specificity protein phosphatase	proper	proper	2
Prohibitin 2b	proper	proper	2
Amidase family protein	proper	proper	2
Ribonucleotide reductase large subunit	proper	proper	2
ribonucleoside-diphosphate reductase small subunit-like	proper	proper	2
P4H1 protein	proper	proper	2
Assimilatory nitrite reductase subunit-like protein	proper	proper	2
Peptide chain release factor 2 (RF-2)	proper	proper	2
Quinone oxidoreductase	proper	proper	2
Prophage MuSo2, major head subunit, putative	proper	proper	2
Prophage repressor protein	proper	proper	2
uncharacterized protein LOC116305654	uninformative	uninformative	0
Putative C1q domain containing protein MgC1q58	proper	proper	2
Putative chromodomain-helicase-DNA-binding protein 1-like	proper	proper	2
Blr2057 protein	proper	uninformative	0
KLHL18	proper	proper	2
Oxidoreductase	proper	proper	2
Probable integrase/recombinase	proper	proper	2
Preprotein translocase subunit SecY	proper	proper	2
ADP-ribose glycohydrolase AF_1521	proper	proper	2
DNA segregation ATPase FtsK/SpoIIIE S-DNA-T family	proper	proper	2
DNA-binding protein Roi	proper	proper	2
Cell wall lytic activity protein	proper	proper	2
ATP-dependent zinc metalloprotease FTSH 4 mitochondrial-like	proper	proper	2
Heteroyohimbine synthase THAS2	proper	proper	2
Putative metallophosphoesterase YhaO	proper	proper	2
PUA-like domain-containing protein	proper	proper	2
Peptidase S24/S26 domain protein	proper	proper	2
Irc3p	proper	uninformative	0
Exosporium leader peptide domain protein	proper	proper	2
Phage lysozyme 1/peptidoglycan recognition fusion protein	proper	proper	2
Tyrosine-protein phosphatase vhp-1	proper	proper	2
Yada domain-containing protein	proper	proper	2
YiaKLMNOPQRS operon repressor	proper	proper	2
Rhizoctonia solani AG1-IB WGS project CAOJ00000000 data, isolate 7/3/14, contig 16572	proper	uninformative	0
Uncharacterized phage-encoded protein-like protein	proper	uninformative	0
Phage morphogeneis protein	proper	proper	2
Putative Fels-1 prophage tail assembly protein	proper	proper	2
ERF superfamily protein	proper	proper	2
Putative ovule protein	proper	proper	2
SmpA/OmlA domain protein	proper	proper	2
CYFA0S26e01376g1_1	proper	uninformative	0
erlin-1-like isoform X1	proper	proper	2
SLAM family member 5 isoform X2	proper	proper	2
Putative cell surface protein	proper	low	1
Putative prophage LambdaSo, host specificity protein J	proper	proper	2
DOMON domain-containing protein	proper	proper	2
Contactin associated protein 1-like protein	proper	proper	2
AAA-ATPase At1g43910	proper	proper	2
Type VI secretion system effector, Hcp1 family protein	proper	proper	2
ATPase, AAA-type, CDC48 protein	proper	proper	2
Hypothetical signaling protein	proper	proper	2
Putative 3'-5' exonuclease related to the exonuclease domain of PolB	proper	proper	2
FRG domain-containing protein	proper	proper	2
Glycoside hydrolase family 3	proper	proper	2
Mutator protein MutT	proper	proper	2
peptide chain release factor PrfB1, chloroplastic-like isoform X2	proper	proper	2
Peptidase M15-like protein	proper	proper	2
DNA adenine methyltransferase	proper	proper	2
Quaking_NLS domain-containing protein	proper	proper	2
Secreted protein containing Peptidase M23 domain protein	proper	proper	2
Putative diacetyl reductase [(R)-acetoin forming] 2	proper	proper	2
